id,url,bread_list,q,a_text
57,https://faq.nissay.co.jp/faq/show/57?site_domain=default,よくあるご質問 > 保険金・給付金 > 入院・手術給付金等 > 入院中でも、入院給付金を請求できますか？,入院中でも、入院給付金を請求できますか？,入院中でも、入院給付金の請求が可能です。 ただし、請求の都度、書類等の提出が必要となります。 ＜ご参考＞ 契約内容によりインターネット請求できる可能性があります。 詳しくは以下をご確認ください。 入院・手術給付金、生前給付保険金の受取請求
59,https://faq.nissay.co.jp/faq/show/59?site_domain=default,よくあるご質問 > 保険金・給付金 > 満期保険金・生存給付金等 > 満期保険金はいつ振込まれますか？,満期保険金はいつ振込まれますか？,通常、支払期日から５営業日以内に着金となります。 支払期日が土・日・祝日及び年末年始の当社休業日（１２／３１～１／３）の場合、 また、請求書の提出時期によっては、着金が遅れる場合がございます。
60,https://faq.nissay.co.jp/faq/show/60?site_domain=default,よくあるご質問 > 保険金・給付金 > 入院・手術給付金等 > 給付金請求に必要な書類を教えてください。,給付金請求に必要な書類を教えてください。,当社所定の請求書、診断書などが必要となります。 詳細は以下を確認ください。 お手続きの流れ
61,https://faq.nissay.co.jp/faq/show/61?site_domain=default,よくあるご質問 > 日本生命アプリ > マイナンバー > どのような手続きの時に、マイナンバー（個人番号）を申告するのですか？,どのような手続きの時に、マイナンバー（個人番号）を申告するのですか？,2016年1月以降、死亡保険金や満期保険金、年金、解約払戻金などを受取る際に、申告いただく場合があります。 詳しくは、以下から確認ください。 マイナンバー制度について
62,https://faq.nissay.co.jp/faq/show/62?site_domain=default,よくあるご質問 > 日本生命アプリ > マイナンバー > マイナンバー（個人番号）を申告しないと、保険金等を受取れませんか？,マイナンバー（個人番号）を申告しないと、保険金等を受取れませんか？,マイナンバー（個人番号）を申告しなくても、保険金等を受取ることはできます。 ※ただし、保険会社は支払調書にマイナンバー（個人番号）を記載する義務がございますので、申告へのご理解・ご協力の程、よろしくお願いいたします。
63,https://faq.nissay.co.jp/faq/show/63?site_domain=default,よくあるご質問 > 日本生命アプリ > マイナンバー > マイナンバー（個人番号）の申告は手続きの都度行うのでしょうか？,マイナンバー（個人番号）の申告は手続きの都度行うのでしょうか？,手続きの都度、申告ください。 ※安全管理措置の観点から手続きが完了次第、都度、廃棄する等、十全な措置を講じております。 なお、年金の場合は、年金支払開始時にマイナンバー（個人番号）を申告することで、翌年以降の申告が不要となります。
64,https://faq.nissay.co.jp/faq/show/64?site_domain=default,よくあるご質問 > 日本生命アプリ > マイナンバー > 通知カード・マイナンバーカード（個人番号カード）は本人確認書類として利用で...,通知カード・マイナンバーカード（個人番号カード）は本人確認書類として利用できますか？,通知カードは、本人確認書類として利用できません。 ※マイナンバーカード（個人番号カード(表面)）は、本人確認書類として利用できます。 詳しくは、以下から確認ください。 本人確認書類のご案内
65,https://faq.nissay.co.jp/faq/show/65?site_domain=default,よくあるご質問 > 日本生命アプリ > マイナンバー > 年間の支払額が20万円を超える年金の場合、毎年マイナンバー（個人番号）を申...,年間の支払額が20万円を超える年金の場合、毎年マイナンバー（個人番号）を申告するのですか？,毎年継続的に支払われる年金の場合は、マイナンバー（個人番号）を一度申告すれば、翌年以降の申告は不要です。 なお、別の契約での支払いや、別の手続きを行う場合には、改めてマイナンバー（個人番号）を申告する必要があります。
66,https://faq.nissay.co.jp/faq/show/66?site_domain=default,よくあるご質問 > 保険金・給付金 > 入院・手術給付金等 > 診断書が必要な場合、どうしたらいいですか？,診断書が必要な場合、どうしたらいいですか？,すぐに必要な場合には、以下から印刷が可能です。 入院・手術・3大疾病等診断書（証明書） [2.12MB] ただし、保険種類・加入時期・特約等によって、診断書を取寄せることなく、領収書での手続きが可能な場合があります。 詳細は、ニッセイコールセンター、お客様窓口、または当社職員にご連絡ください。 ニッセイコールセンター お客様窓口 ＜ご参考＞ 入院・手術給付金請求のみの場合は、インターネット請求できる可能性があります。 詳しくは以下をご確認ください。 入院・手術給付金、生前給付保険金の受取り請求
68,https://faq.nissay.co.jp/faq/show/68?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 毎月の保険料の確認方法を教えてください。,毎月の保険料の確認方法を教えてください。,お客様番号(お客様ID)を発行しているお客様は、「ご契約者さま専用サービス」から確認できます。 ログイン後、「ご契約内容の確認」から、確認ください。 「ご契約者さま専用サービス」へログイン お客様番号(お客様ID)を発行していないお客様は、ニッセイコールセンター、お客様窓口、または当社職員にご連絡ください。 また、当社から年1回郵送する「ご契約内容のお知らせ」でもご確認できます。 ニッセイコールセンター お客様窓口
69,https://faq.nissay.co.jp/faq/show/69?site_domain=default,よくあるご質問 > 保険料のお払込み > お払込みの失念・遅延 > 保険料振替日に振替口座の預金残高が足りませんでした。どうすればよいですか？,保険料振替日に振替口座の預金残高が足りませんでした。どうすればよいですか？,以下を参照し、振替日の前営業日までに振替予定金額を準備ください。 　　※振替日は毎月27日（一部の契約は12日）で、休日の場合は翌営業日です。 月払契約の場合 平成24年4月1日以前にご加入の契約 当月分が残高不足で振替えできなかった場合は、翌月に2カ月分の保険料を口座から振替えます。 平成24年4月2日以降にご加入の契約 当月分が残高不足で振替えできなかった場合は、翌月に2カ月分の保険料を口座から振替えます。翌月の振替えで1カ月分の保険料も振替えができなかった場合は、更にその翌月に3カ月分の保険料を口座から振替えます。 年払・半年払契約の場合 平成24年4月1日以前にご加入の契約 残高不足で振替えできなかった場合は、翌月に保険料を口座から振替えます。 平成24年4月2日以降にご加入の契約（年払のみ） 残高不足で振替えできなかった場合は、翌月に保険料を口座から振替えます。翌月も保険料の振替えができなかった場合は、更にその翌月に保険料を口座から振替えます。 上記以外の保険料の支払方法については、以下より確認ください。 保険料を支払うには、どのような方法がありますか？
70,https://faq.nissay.co.jp/faq/show/70?site_domain=default,よくあるご質問 > 保険料のお払込み > お払込みの失念・遅延 > 保険料を支払えない場合、契約はどうなりますか？,保険料を支払えない場合、契約はどうなりますか？,加入時期によって異なります。 【平成24年4月1日以前にご加入の契約】 払込猶予期間を過ぎても保険料の払込みがない場合、ご契約は効力を失います。このことを『失効』といいます。 払込猶予期間が経過した場合、「自動振替貸付制度」が適用されることがあります。 ＜払込猶予期間＞ 年払・半年払の場合 払込期月の翌月1日から翌々月の月ごと応当日までです。 月払の場合 払込期月の翌月1日から末日までです。 ※変額保険の場合は払方に関わらず払込期月の翌月1日から末日までです。 ＜自動振替貸付制度＞ 解約払戻金がある契約について、払込猶予期間が過ぎても保険料の払込みがない場合に、保険料を自動的に立替える制度です。 詳細は、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口 【平成24年4月2日以降にご加入の契約】 解除予告期間中に保険料の払込みがない場合、解除予定日をもって契約が解除になります。 ＜解除予告期間＞ 払込期月の経過3カ月目の月ごと応当日の前日までです。 ※解除になった場合はご契約自体が消滅するため、有効な状態に戻すことはできません。 ※解約払戻金がある場合は、原則自動送金されます。その際、払込みされていない保険料がある場合は、解約返戻金から差引いたうえで送金されます。 詳細は、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
71,https://faq.nissay.co.jp/faq/show/71?site_domain=default,よくあるご質問 > 保険料のお払込み > 払込方法・変更 > 保険料を支払うには、どのような方法がありますか？,保険料を支払うには、どのような方法がありますか？,保険料の払込方法としては以下の方法があります。（ご契約の内容によっては取扱いのない方法もあります。） ・口座振替扱 銀行等の口座から、自動的に保険料が振替えられます。 ・団体扱（給与引去り） お客様の勤務先が当社と「団体扱（給与引去り）」の取扱契約を結んでいる場合には、給与からの引去りができます。 ・振込扱 当社が送付する払込用紙を使って、指定の金融機関等で保険料の払込みができます。 ・クレジットカード扱 クレジットカードで、保険料の払込みができます。 また、「ご契約者さま専用サービス」からコンビニエンスストア・ネットバンキングサービス・ペイジーにてお払込みいただけます。 ※現在、ホームページを経由してクレジットカードにてお払込みいただく取扱いを停止しております。 詳細は「インターネットで保険料等をお払込みいただく取扱いの一部再開について」をご参照ください。 ※現在ご指定いただいている払込方法（経路）は変更されませんので、ご注意ください。 現在ご指定いただいている払込方法（経路）の変更についてはこちら 「ご契約者さま専用サービス」へログイン ご不明点がございましたら、ニッセイコールセンターまたはお客様窓口にお問合せください。 ニッセイコールセンター お客様窓口
72,https://faq.nissay.co.jp/faq/show/72?site_domain=default,よくあるご質問 > 保険料のお払込み > 払込方法・変更 > 月払と年払では、違いはありますか？,月払と年払では、違いはありますか？,保険料を月々の払込みとするよりも、年払の方が保険料が安くなる場合があります。 また、払込猶予期間など、保険料以外でも月払と年払で異なる点があります。 詳細については、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
73,https://faq.nissay.co.jp/faq/show/73?site_domain=default,よくあるご質問 > 保険料のお払込み > 払込方法・変更 > 保険料の支払方法（月払・年払・半年払）を変更できますか？,保険料の支払方法（月払・年払・半年払）を変更できますか？,次の契約応当日（半年払契約は半年ごと応当日）から相互に変更することができます。 なお、「半年払」は平成24年4月1日以前にご加入の契約のみのお取扱いとなります。 年払（半年払）は月払に比べ、保険料が安くなる場合があります。 変更開始年月の前月までに、保険料の払込みが必要な場合があります。 ※平成24年4月1日以前にご加入の契約は、払込方法によっては払込猶予期間など、異なる点があります。 保険料の払込方法の変更の詳細については、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
74,https://faq.nissay.co.jp/faq/show/74?site_domain=default,よくあるご質問 > 保険料のお払込み > 払込方法・変更 > 保険料の支払方法を、会社経由の支払い（給与引去り）に変更できますか？,保険料の支払方法を、会社経由の支払い（給与引去り）に変更できますか？,保険料を会社経由で払込みいただく（給与からの引去り）には、お客様の勤務先が当社と 「団体扱（給与引去り）」の取扱契約を結んでいることが必要です。 詳しくは、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
75,https://faq.nissay.co.jp/faq/show/75?site_domain=default,よくあるご質問 > 保険料のお払込み > 払込方法・変更 > 保険料の払込方法（経路）を変更したい。,保険料の払込方法（経路）を変更したい。,以下の方法でお手続きいただけます。 　・口座振替扱への変更 　　　「ご契約者さま専用サービス」にログイン後、お客様ご自身で変更していただけます。 「ご契約者さま専用サービス」へログイン 【ご留意点】 振替日は毎月２７日（土・日・祝日の場合は翌営業日）となります。 口座名義人は、契約者様本人名義の口座をご指定ください。 一部、ご利用になれない金融機関、ご契約があります。 団体扱（給与引去り）から口座振替扱に変更する場合、保険料が高くなる可能性があります。 お手続きいただいた時点での変更となるため、変更月はご指定いただけません。 　・団体扱（給与引去り）への変更 　　　当社ホームページでのお手続きはできません。 　　　お客様窓口、または当社職員による訪問でのみお手続きいただけます。 　　　詳しくは、ニッセイコールセンター、お客様窓口、または当社職員にご連絡ください。 お客様窓口 ニッセイコールセンター 　・振込扱への変更 　　　当社ホームページでのお手続きはできません。 　　　詳しくは、ニッセイコールセンター、お客様窓口、または当社職員にご連絡ください。 お客様窓口 ニッセイコールセンター 　・クレジットカード扱への変更 「ご契約者さま専用サービス」にログイン後、お客様ご自身で変更していただけます。 「ご契約者さま専用サービス」へログイン 【ご留意点】 クレジットカードの有効性等を確認し、カード会社に請求した日（※）が請求月当月分の保険料の領収日となります。 ※毎月２５日（日・祝日の場合は直前の土曜日または営業日）の２営業日前 当社がクレジットカードの有効性等を確認できなかった場合、（保険料）クレジットカード扱特約は消滅します。 必ず、ご契約者本人名義のカードをご利用ください。 ※改姓・改名されている場合、当社へご登録いただいている契約者名と同一名義のカードに限ります。 学資保険や変額保険、平成２０年１月３日以前の契約等、保険商品・契約日によっては一部取扱できない契約があります。 団体扱（給与引去り）からクレジットカード扱に変更する場合、保険料が高くなる可能性があります。 お手続きいただいた時点での変更となるため、変更月はご指定いただけません。
76,https://faq.nissay.co.jp/faq/show/76?site_domain=default,よくあるご質問 > 保険料のお払込み > 払込方法・変更 > 保険料振替口座を変更したい。,保険料振替口座を変更したい。,保険料振替口座の変更方法は以下のとおりです。 ※保険料振替口座とは、お客様が保険料を支払うための振替口座です。 お客様が配当金や契約貸付金等の資金や、生前保険金等を受取るための取引口座（送金口座）とは異なります。 取引口座（送金口座）の変更方法はこちら 　・ご契約者さま専用サービス 　　　「ご契約者さま専用サービス」にログイン後、お客様ご自身で変更していただけます。 「ご契約者さま専用サービス」へログイン 　・ニッセイコールセンター 　　　ご連絡いただいた後、手続書類を郵送します。 ニッセイコールセンター 　・お客様窓口、または当社職員 　　　お客様窓口、または当社職員にお問合せください。 お客様窓口 【ご留意点】 振替日は毎月２７日（土・日・祝日の場合は翌営業日）となります。 口座名義人は、契約者様本人名義の口座をご指定ください。 一部、ご利用になれない金融機関、ご契約があります。
77,https://faq.nissay.co.jp/faq/show/77?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 保険料を将来の分もまとめて支払うことはできますか？,保険料を将来の分もまとめて支払うことはできますか？,保険料を将来の分もまとめて、払込みいただけます。 保険料をまとめて払込みいただく場合は保険料の割引があります。 　　※ただし、契約内容によっては、一部割引ができない場合があります。 詳しくは、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
78,https://faq.nissay.co.jp/faq/show/78?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 保険料の支払いが難しい。契約を継続できますか？,保険料の支払いが難しい。契約を継続できますか？,契約の継続には以下4つの方法があります。(契約によって取扱えない場合もあります。) ①保障額を少なくして、保険料の金額を少なくする方法 ②保障額の少ない保険に変更して、保険料の払込みをなくす方法 ③当社が保険料を自動的に立替えする方法 ④契約貸付を利用し、貸付金を保険料に充てる方法 詳しくは、ニッセイコールセンター、お客様窓口、または当社職員に連絡ください。 ニッセイコールセンター お客様窓口
79,https://faq.nissay.co.jp/faq/show/79?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 保険料はいつまでに支払えばいいですか？,保険料はいつまでに支払えばいいですか？,【平成24年4月1日以前にご加入の契約】 保険料は保険料払込期月内にお払込みいただくのが原則ですが、払込方法によって「払込猶予期間」が定められています。 払込猶予期間 年払、半年払の場合・・・・払込期月の翌月1日から翌々月の月ごと応当日までです。 月払の場合・・・・・・・・払込期月の翌月1日から末日までです。 ※変額保険の場合は、払込方法にかかわらず払込期月の翌月1日から末日までです。 払込猶予期間が経過した場合、ご契約の種類・継続年数によっては「自動振替貸付」が適用されることがあります。その適用がない場合、ご契約の効力は失われてしまいます。 【平成24年4月2日以降にご加入の契約】 保険料は払込期月内にお払込みいただくのが原則ですが、払込期月内に払込みがない場合には払込みを促すとともに、その後一定期間の経過をもって契約を解除することとしております。 契約が解除になる前にお払込みください。 解除の取扱い 払込期月の経過後3カ月目の月ごと応当日が解除予定日になります。 解除になった場合、契約自体が消滅するため有効な状態に戻すことはできず、保障をご希望の際は再度のお申込みが必要になりますのでご注意ください。
80,https://faq.nissay.co.jp/faq/show/80?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 保険料を振込みました。領収証は届きますか？,保険料を振込みました。領収証は届きますか？,金融機関で振込みいただいた際の受領証が領収証となります。別途領収証は発行しておりません。 Pay-easy（ペイジ－）で振込みいただく場合は、通帳やインターネットバンキングの取引明細等で確認ください。
82,https://faq.nissay.co.jp/faq/show/82?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 特約保険料を月払で支払うことはできますか？,特約保険料を月払で支払うことはできますか？,特約保険料に月払の取扱いはありません。ご了承ください。 年払、または前納で払込みください。
84,https://faq.nissay.co.jp/faq/show/84?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 主契約の保険料払込満了後の、特約保険料の支払いについて教えてください。,主契約の保険料払込満了後の、特約保険料の支払いについて教えてください。,特約を継続される場合、保険料の払込みが必要です。払込方法は年払、もしくは前納となります。 詳細は、ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
85,https://faq.nissay.co.jp/faq/show/85?site_domain=default,よくあるご質問 > 保険料のお払込み > 保険料全般 > 先日解約をしたのですが、保険料が口座から引落とされました。返金されますか？,先日解約をしたのですが、保険料が口座から引落とされました。返金されますか？,お手続きのタイミングによっては、一度引落とされ、後日返金となる場合があります。 詳細は、お客様のご契約の状態を確認したうえで回答します。 ニッセイコールセンター、お客様窓口、または当社職員にお問合せください。 ニッセイコールセンター お客様窓口
86,https://faq.nissay.co.jp/faq/show/86?site_domain=default,よくあるご質問 > 保険料のお払込み > お払込みの失念・遅延 > 保険料の立替通知が届きました。なぜですか？,保険料の立替通知が届きました。なぜですか？,払込猶予期間を過ぎても保険料の払込みがない場合に、解約払戻金のあるご契約について は、自動的に立替えを行っております。（自動振替貸付制度といいます。） 立替通知では、自動振替貸付制度が適用されたこと、および立替期間と立替保険料をお知らせしています。 なお、お立替した保険料には、所定の利息がつきます。 ※自動振替貸付制度は、平成24年4月1日以前にご加入のご契約のみのお取扱いとなります。
87,https://faq.nissay.co.jp/faq/show/87?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 加入している保険は、海外渡航中でも保障されますか？,加入している保険は、海外渡航中でも保障されますか？,国内と同じように、ご契約の約款に基づいて保障します。 ※ただし、入院・手術給付金等の場合は、入院先が『日本国内の病院または患者を入院させるための施設を有する診療所と同等の日本国外にある医療施設』に限ります。
88,https://faq.nissay.co.jp/faq/show/88?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外渡航中に入院・手術をした場合、給付金等を請求するにはどうすればいいですか？,海外渡航中に入院・手術をした場合、給付金等を請求するにはどうすればいいですか？,海外渡航中に入院や手術をした場合、以下の3つの方法で請求できます。 なお、原則、当社所定の海外用診断書を取寄せる必要があります。 （1）海外から直接ご請求いただく方法 海外から請求書類を郵送する方法です。 ※次の場合には、傷病者が海外渡航中であっても、請求権者が日本国内在住であれば、国内における請求方法と同じになります。（「入院・手術等診断書（証明書）」は海外用をご使用ください。） 傷病者 請求権者 未成年の被保険者 親権者 家族型の特約で保障の対象となるご家族 主契約の被保険者 「こどもの保険」の被保険者 契約者 昭和51年3月2日以降にご加入の契約で契約者、満期保険金受取人、死亡保険金受取人がすべて法人の場合の被保険者 契約者 ■海外から直接ご請求いただく場合の必要書類 （医療保障保険は必要書類が異なることがありますので、当社までご連絡ください。） 必要書類 ご留意点 保険金・給付金請求書 [379KB] 請求人記入欄は「お客様情報取扱説明書」の記載内容にご同意のうえ、請求人（給付金の受取人）ご自身でご記入ください。 給付金は請求人ご指定の金融機関口座へお振込みいたします。 ただし、請求人名義の口座がない場合は、請求人の配偶者（同一戸籍の方に限ります。）または3親等内の同居のご親族の口座でも可能です。また請求書には、請求人の印を押印してください。 入院・手術等診断書（証明書）[1.89MB] 当社所定の入院・手術等診断書（証明書）[1.89MB]をご提出ください。 また、英語にてご記入いただくようお客さまから医師へご依頼ください。 事故状況報告書[493KB] 不慮の事故の場合にご提出ください。 交通事故証明書あるいは新聞記事 警察などの公的機関が発行するものをご提出ください。ただし、お取寄せが困難な場合は、勤務先の休業・事故証明書でも可能です。 送金先指定書（海外銀行・海外口座用）[596KB] 原則、日本国内の送金先をご指定ください。 ただし、ご事情により海外銀行・海外口座への送金をご希望の場合は、上記書類に加えて当書類をご提出ください。 なお、海外送金にかかる了解事項についてご確認のうえ必ず請求人ご自身でご記入ください。 ※家族型特約にご加入で、ご家族分の給付金をご請求の場合は、主契約の被保険者（給付金の受取人）と当該ご家族との続柄が判明する戸籍抄（謄）本または住民票もご提出ください。 ※被保険者（給付金の受取人）が未成年の場合は、親権者からご請求いただくことになりますので、親権者の判明する戸籍抄（謄）本または住民票もご提出ください。 ※次の場合は、請求人は契約者となります。 ・「こどもの保険」のご請求の場合 ・昭和51年3月2日以降にご加入いただいた契約で、契約者、満期保険受取人、死亡保険金受取人がすべて法人の場合 ※ご提出いただいた書類や診断書に不明な点がある場合は、被保険者を診療した医師への照会等、詳細な事実の確認をさせていただく場合がありますのでご了承ください。 ※場合により上記以外の書類の提出をお願いすることがありますので、あらかじめご了承ください。 ■書類郵送先 〒541-8501 大阪市中央区今橋3丁目5番12号 日本生命保険相互会社　お客様サービス部 （2）日本国内在住の代理人から請求する方法 日本国内の親族（3親等内）を代理人として指定し、その代理人が請求する方法です。 代理人から請求する場合は、事前に当社までご連絡ください。 （3）帰国後に請求する方法 帰国後に請求書類を郵送する方法です。海外入院先の入院・手術等診断書（証明書）などが必要になりますので、事前に当社までご連絡ください。 海外からのお問合せ先
89,https://faq.nissay.co.jp/faq/show/89?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外から保険に加入できますか？,海外から保険に加入できますか？,申し訳ありませんが、海外渡航中の保険加入はお取扱いできません。 また、渡航前であっても、渡航後に日本国内での連絡先の指定ができない等のご事情があれば、お取扱いできない場合もございます。
90,https://faq.nissay.co.jp/faq/show/90?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外に渡航する場合、必要な手続きはありますか？,海外に渡航する場合、必要な手続きはありますか？,契約者様の海外渡航に際しては、以下のお手続きをお願いいたします。 ①「海外渡航通知書」のご提出 ②「取引に関する届出書（個人のお客様向け）」のご提出※ ③【米国に渡航された方のみ】「情報提供同意書兼納税者番号・宣誓依頼書」のご提出※ ④「ご契約者さま専用サービス」をご利用になるための暗証番号（パスワード）のご登録 ⑤メールアドレスのご登録 ※該当する場合のみ 詳細は 海外渡航するとき をご確認ください。 以下もあわせてご確認ください。 暗証番号（パスワード）とは何ですか？ 「ご契約者さま専用サービス」で利用可能な手続き
91,https://faq.nissay.co.jp/faq/show/91?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外から連絡や手続きをする場合、どこへ連絡するのでしょうか？,海外から連絡や手続きをする場合、どこへ連絡するのでしょうか？,以下の、「海外からのお問合わせ先」から連絡先をご確認ください。 海外からのお問合せ先
92,https://faq.nissay.co.jp/faq/show/92?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外渡航をしますが、今後の保険料の支払いは、どうすればいいですか？,海外渡航をしますが、今後の保険料の支払いは、どうすればいいですか？,以下①～⑤の場合は手続きが必要となりますので、お客様窓口、または当社職員に連絡ください。 お客様窓口 ①口座振替扱のご契約で、渡航後は口座からの保険料振替ができなくなる場合 ②クレジットカード扱のご契約で、渡航後はクレジットカードによる保険料の払込みができなくなる場合 ③団体扱のご契約で、海外赴任後は勤務先での保険料の給与控除ができなくなる場合 ④親族などを代理払込人として指定し、海外渡航中の保険料は代理払込人が払込む場合 ⑤保険料を前納または一括払などにより、まとめて払込む場合 ※保険料の払込みを中止し、契約を継続する方法（払済保険）への変更も可能です。 ※渡航先や国内連絡先等に変更が生じた場合も連絡ください。
93,https://faq.nissay.co.jp/faq/show/93?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外に日本生命からの通知や案内を送ってもらえますか？,海外に日本生命からの通知や案内を送ってもらえますか？,海外渡航中の当社からの諸通知は、国内連絡先の代理人宛に送付いたします。また、以下の通知は海外へ直接送付することもできます。 【渡航先へ直接送付することができる通知】 ご契約内容のお知らせ　※1 満期保険金・年金のご請求案内 生存給付金・特約健康祝金、入学祝金のご請求案内 保険料お立替のお知らせ ご契約の失効のお知らせ 保険料未払込みのお知らせ ご契約解除のお知らせ 更新のご案内 なお、渡航先へ送付した通知が不着等で返送された場合、不着時以降の通知物は国内連絡先住所に送付いたします。 ※1郵送に代えて「Web通知」でお受取りできます。 「Web通知」とは、郵送に代えて内容確認の案内メールを送付し、「ご契約者さま専用サービス」にて最新の内容をご確認いただけます。 渡航先によっては、通知物が不着となったり、到着までにお時間を要する場合があるため、「Web通知」受取をおすすめしています。 詳細は、こちらをご確認ください。
94,https://faq.nissay.co.jp/faq/show/94?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外渡航中に、保険を解約したい場合、どうすればいいですか？,海外渡航中に、保険を解約したい場合、どうすればいいですか？,請求書を海外住所宛てに送付しますので、当社まで連絡ください。 海外からのお問合せ先 請求書到着後、必要書類とあわせて、当社に郵送ください。 【必要書類と留意点】 ①請求書 請求書は、契約者ご本人が記入ください。 取引口座（送金口座）以外へ送金する場合は、「送金先・送付先指定書」に国内の契約者名義の口座を記入ください。 ※契約者名義の口座がない場合は、配偶者または３親等内の親族名義の口座でも可能です。 ②パスポートのコピー 旅券番号記載ページと所持人自署ページをコピーください。 【書類郵送先】 〒541-8501 大阪市中央区今橋3丁目5番12号 日本生命保険相互会社 お客様サービス部
95,https://faq.nissay.co.jp/faq/show/95?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 海外渡航中に、満期保険金や生存給付金等を請求する場合、どうすればいいですか...,海外渡航中に、満期保険金や生存給付金等を請求する場合、どうすればいいですか？（満期保険金、据置保険金、生存給付金、特約健康祝金、入学祝金、据置生存給付金の場合）,"以下の方法で請求が可能です。 （１）海外から直接請求する方法 当社から届いた請求書を、海外から直接郵送することで、満期保険金等の請求が可能です。 請求書到着後、必要書類とあわせて、当社に郵送してください。 ※満期保険金、生存給付金・特約健康祝金、入学祝金、保険金据置期間満了については、満期日（または支払期日）の20日前頃までに、当社から請求書を「海外渡航通知書」[663KB]で指定した住所へ送付します。 ※万一届かない場合は、当社までご連絡ください。 海外からのお問合せ先 【必要書類と留意点】 ①請求書 請求書は契約者ご本人が記入し、国内の契約者名義の口座を指定してください。 ※契約者名義の口座がない場合は、配偶者または３親等内の親族名義の口座でも可能です。 ※満期保険金請求は、「契約者」を「満期保険金受取人」と読替えてください。 ②パスポートのコピー 旅券番号記載ページと所持人自署ページのコピーをご提出ください。 ※満期保険金請求で、満期保険金額1,000万円超かつ満期保険金受取人と死亡保険金受取人が異なる場合のみ、被保険者のパスポートコピー（旅券番号記載ページと所持人自署ページ）も必要となります。 （２）日本国内在住の代理人から請求する方法 日本国内の親族（3親等内）を代理人として指定し、その代理人が請求する方法です。代理人から請求する場合は、委任状が必要になりますので、事前に当社までご連絡ください。 海外からのお問合せ先"
96,https://faq.nissay.co.jp/faq/show/96?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 被保険者が海外滞在中に死亡しました。保険金請求はどうすればいいですか？,被保険者が海外滞在中に死亡しました。保険金請求はどうすればいいですか？,死亡保険金の請求方法については、受取人様より、ニッセイコールセンター、お客様窓口、または当社職員に連絡ください。海外死亡での請求については、お支払いまでに相当のお時間を要する場合がございますので、お含み置きください。 【必要書類】 ①請求書 ②受取人の本人確認書類 ※本人確認書類のご案内を参照ください。 ③現地（渡航先）の医師が交付する死亡診断書（原本） ※翻訳文があれば併せて添付ください。 ④死亡の記載がある被保険者の戸籍謄（抄）本、または住民票（コピーで可） ＜災害死亡かつ災害割増特約・新傷害特約など災害死亡保障が付加されている場合は以下書類も必要＞ ⑤不慮の事故によることが証明できる新聞記事 交通事故の場合には、警察などの公的機関が発行する交通事故証明書 （取寄せが困難な場合は、勤務先の証明書で可）
97,https://faq.nissay.co.jp/faq/show/97?site_domain=default,よくあるご質問 > 海外からのお手続き > 海外渡航時のお手続き > 被保険者が海外渡航中に身体障がい状態となった場合、保険金・給付金の請求はど...,被保険者が海外渡航中に身体障がい状態となった場合、保険金・給付金の請求はどうすればいいですか？〈高度障がい保険金・障がい給付金の場合〉,海外渡航中の高度障がい保険金や給付金の請求については、帰国後に請求する必要があります。 帰国前の取寄せが必要な書類もあります。 詳しくは、以下のお問合せ先に連絡ください。 海外からのお問合せ先
